timestep;demand_el;pv_G1_south_normalised
1384;2.163291376;0.147116477
1385;1.951448848;0.040678977
1386;1.633685056;0
1387;1.21;0
1388;1.21;0
1389;1.21;0
1390;1.21;0
1391;1.21;0
1392;1.21;0
1393;1.21;0
1394;1.21;0
1395;1.21;0
1396;1.21;0
1397;1.21;0
1398;1.21;0
1399;1.21;0
1400;1.21;0.026072443
1401;1.21;0.095978693
1402;1.21;0.155880682
1403;1.633685056;0.240809659
1404;1.951448848;0.233110795
1405;2.163291376;0.207215909
1406;2.26921264;0.201576705
1407;2.26921264;0.146974432
1408;2.163291376;0.079181818
1409;1.951448848;0.018917614
1410;1.633685056;0
1411;1.21;0
1412;1.21;0
1413;1.21;0
1414;1.21;0
1415;1.21;0
1416;1.21;0
1417;1.21;0
1418;1.21;0
1419;1.21;0
1420;1.21;0
1421;1.21;0
1422;1.21;0
1423;1.21;0
1424;1.21;0.062674716
1425;1.21;0.163423295
1426;1.21;0.260454545
1427;1.633685056;0.374715909
1428;1.951448848;0.398821023
1429;2.163291376;0.372386364
1430;2.26921264;0.361434659
1431;2.26921264;0.287883523
1432;2.163291376;0.158068182
1433;1.951448848;0.053602273
1434;1.633685056;0
1435;1.21;0
1436;1.21;0
1437;1.21;0
1438;1.21;0
1439;1.21;0
1440;1.21;0
1441;1.21;0
1442;1.21;0
1443;1.21;0
1444;1.21;0
1445;1.21;0
1446;1.21;0
1447;1.21;0
1448;1.21;0
1449;1.21;0.120786932
1450;1.21;0.093147727
1451;2.692897696;0.273721591
1452;3.805070968;0.299943182
1453;4.546519816;0.1575
1454;4.91724424;0.501633523
1455;4.91724424;0.135887784
1456;4.546519816;0.087886364
1457;3.805070968;0.002654972
1458;2.692897696;0
1459;1.21;0
1460;1.21;0
1461;1.21;0
1462;1.21;0
1463;1.21;0
1464;1.21;0
1465;1.21;0
1466;1.21;0
1467;1.21;0
1468;1.21;0
1469;1.21;0
1470;1.21;0
1471;1.21;0
1472;1.21;0.019008523
1473;1.21;0.085045455
1474;1.21;0.13781108
1475;4.016913496;0.182173295
1476;6.122098618;0.234488636
1477;7.525555366;0.192599432
1478;8.22728374;0.176164773
1479;8.22728374;0.135221591
1480;7.525555366;0.078053977
1481;7.525555366;0.0193125
1482;4.016913496;0
1483;1.21;0
1484;1.21;0
1485;1.21;0
1486;1.21;0
1487;1.21;0
1488;1.21;0
1489;1.21;0
1490;1.21;0
1491;1.21;0
1492;1.21;0
1493;1.21;0
1494;1.21;0
1495;1.21;0
1496;1.21;0.055545455
1497;1.21;0.256960227
1498;1.21;0.400255682
1499;1.21;0.761335227
1500;1.21;0.467855114
1501;1.21;0.333494318
1502;1.21;0.275696023
1503;1.21;0.183778409
1504;1.21;0.165411932
1505;1.21;0.048673295
1506;1.21;0
1507;1.21;0
1508;1.21;0
1509;1.21;0
1510;1.21;0
1511;1.21;0
1512;1.21;0
1513;1.21;0
1514;1.21;0
1515;1.21;0
1516;1.21;0
1517;1.21;0
1518;1.21;0
1519;1.21;0
1520;1.21;0.017171875
1521;1.21;0.137987216
1522;1.21;0.339460227
1523;1.21;0.326164773
1524;1.21;0.360184659
1525;1.21;0.454715909
1526;1.21;0.528451705
1527;1.21;0.436178977
1528;1.21;0.186278409
1529;1.21;0.054911932
1530;1.21;0
1531;1.21;0
1532;1.21;0
1533;1.21;0
1534;1.21;0
1535;1.21;0
1536;1.21;0
1537;1.21;0
1538;1.21;0
1539;1.21;0
1540;1.21;0
1541;1.21;0
1542;1.21;0
1543;1.21;0
1544;1.21;0.035346591
1545;1.21;0.17484375
1546;1.21;0.2925
1547;1.633685056;0.370440341
1548;1.951448848;0.468920455
1549;2.163291376;0.419460227
1550;2.26921264;0.315696023
1551;2.26921264;0.2609375
1552;2.163291376;0.153778409
1553;1.951448848;0.051809659
1554;1.633685056;0
1555;1.21;0
1556;1.21;0
1557;1.21;0
1558;1.21;0
1559;1.21;0
1560;1.21;0
1561;1.21;0
1562;1.21;0
1563;1.21;0
1564;1.21;0
1565;1.21;0
1566;1.21;0
1567;1.21;0
1568;1.21;0.045673295
1569;1.21;0.127387784
1570;1.21;0.254644886
1571;1.633685056;0.298806818
1572;1.951448848;0.339048295
1573;2.163291376;0.251122159
1574;2.26921264;0.237386364
1575;2.26921264;0.183607955
1576;2.163291376;0.100857955
1577;1.951448848;0.028995739
1578;1.633685056;0
1579;1.21;0
1580;1.21;0
1581;1.21;0
1582;1.21;0
1583;1.21;0
1584;1.21;0
1585;1.21;0
1586;1.21;0
1587;1.21;0
1588;1.21;0
1589;1.21;0
1590;1.21;0
1591;1.21;0
1592;1.21;0.217940341
1593;1.21;0.471889205
1594;1.21;0.669403409
1595;1.633685056;0.799744318
1596;1.951448848;0.84359375
1597;2.163291376;0.768806818
1598;2.26921264;0.641335227
1599;2.26921264;0.48984375
1600;2.163291376;0.2178125
1601;1.951448848;0.072869318
1602;1.633685056;0
1603;1.21;0
1604;1.21;0
1605;1.21;0
1606;1.21;0
1607;1.21;0
1608;1.21;0
1609;1.21;0
1610;1.21;0
1611;1.21;0
1612;1.21;0
1613;1.21;0
1614;1.21;0
1615;1.21;0
1616;1.21;0.228636364
1617;1.21;0.486960227
1618;1.21;0.686079545
1619;5.57925214;0.817173295
1620;8.856191245;0.842571023
1621;11.04081731;0.773039773
1622;12.13313035;0.650454545
1623;12.13313035;0.501122159
1624;11.04081731;0.220965909
1625;8.856191245;0.066819602
1626;5.57925214;0
1627;1.21;0
1628;1.21;0
1629;1.21;0
1630;1.21;0
1631;1.21;0
1632;1.21;0
1633;1.21;0
1634;1.21;0
1635;1.21;0
1636;1.21;0
1637;1.21;0
1638;1.21;0
1639;1.21;0
1640;1.21;0.035863636
1641;1.21;0.135556818
1642;1.21;0.203494318
1643;4.016913496;0.262684659
1644;6.122098618;0.265383523
1645;7.525555366;0.2471875
1646;8.22728374;0.219957386
1647;8.22728374;0.178196023
1648;7.525555366;0.131305398
1649;7.525555366;0.046954545
1650;4.016913496;0
1651;1.21;0
1652;1.21;0
1653;1.21;0
1654;1.21;0
1655;1.21;0
1656;1.21;0
1657;1.21;0
1658;1.21;0
1659;1.21;0
1660;1.21;0
1661;1.21;0
1662;1.21;0
1663;1.21;0
1664;1.21;0.177997159
1665;1.21;0.26109375
1666;1.21;0.469957386
1667;1.21;0.592386364
1668;1.21;0.816221591
1669;1.21;0.290056818
1670;1.21;0.209758523
1671;1.21;0.234105114
1672;1.21;0.010186364
1673;1.21;0
1674;1.21;0
1675;1.21;0
1676;1.21;0
1677;1.21;0
1678;1.21;0
1679;1.21;0
1680;1.21;0
1681;1.21;0
1682;1.21;0
1683;1.21;0
1684;1.21;0
1685;1.21;0
1686;1.21;0
1687;1.21;0
1688;1.21;0.046772727
1689;1.21;0.138759943
1690;1.21;0.190170455
1691;1.21;0.210880682
1692;1.21;0.310610795
1693;1.21;0.272059659
1694;1.21;0.193508523
1695;1.21;0.177073864
1696;1.21;0.11946875
1697;1.21;0.04184233
1698;1.21;0
1699;1.21;0
1700;1.21;0
1701;1.21;0
1702;1.21;0
1703;1.21;0
1704;1.21;0
1705;1.21;0
1706;1.21;0
1707;1.21;0
1708;1.21;0
1709;1.21;0
1710;1.21;0
1711;1.21;0
1712;1.21;0.07134517
1713;1.21;0.213409091
1714;1.21;0.369261364
1715;1.633685056;0.348423295
1716;1.951448848;0.431306818
1717;2.163291376;0.303267045
1718;2.26921264;0.322613636
1719;2.26921264;0.24609375
1720;2.163291376;0.146534091
1721;1.951448848;0.038664773
1722;1.633685056;0
1723;1.21;0
1724;1.21;0
1725;1.21;0
1726;1.21;0
1727;1.21;0
1728;1.21;0
1729;1.21;0
1730;1.21;0
1731;1.21;0
1732;1.21;0
1733;1.21;0
1734;1.21;0
1735;1.21;0
1736;1.21;0.002852415
1737;1.21;0.004253693
1738;1.21;0.072559659
1739;1.633685056;0.221349432
1740;1.951448848;0.188835227
1741;2.163291376;0.229289773
1742;2.26921264;0.367102273
1743;2.26921264;0.229602273
1744;2.163291376;0.126225852
1745;1.951448848;0.05590767
1746;1.633685056;0
1747;1.21;0
1748;1.21;0
1749;1.21;0
1750;1.21;0
1751;1.21;0
1752;1.21;0
1753;1.21;0
1754;1.21;0
1755;1.21;0
1756;1.21;0
1757;1.21;0
1758;1.21;0
1759;1.21;0
1760;1.21;0
1761;1.21;0.04828125
1762;1.21;0.142613636
1763;1.633685056;0.209573864
1764;1.951448848;0.322230114
1765;2.163291376;0.350056818
1766;2.26921264;0.318508523
1767;2.26921264;0.216150568
1768;2.163291376;0.152144886
1769;1.951448848;0.057822443
1770;1.633685056;0.001873438
1771;1.21;0
1772;1.21;0
1773;1.21;0
1774;1.21;0
1775;1.21;0
1776;1.21;0
1777;1.21;0
1778;1.21;0
1779;1.21;0
1780;1.21;0
1781;1.21;0
1782;1.21;0
1783;1.21;0
1784;1.21;0.18046875
1785;1.21;0.4884375
1786;1.21;0.55765625
1787;2.692897696;0.047453125
1788;3.805070968;0.110267045
1789;4.546519816;0.328707386
1790;4.91724424;0.664190341
1791;4.91724424;0.323494318
1792;4.546519816;0.186392045
1793;3.805070968;0.044258523
1794;2.692897696;0.00630483
1795;1.21;0
1796;1.21;0
1797;1.21;0
1798;1.21;0
1799;1.21;0
1800;1.21;0
1801;1.21;0
1802;1.21;0
1803;1.21;0
1804;1.21;0
1805;1.21;0
1806;1.21;0
1807;1.21;0
1808;1.21;0.160553977
1809;1.21;0.320099432
1810;1.21;0.472002841
1811;4.016913496;0.594772727
1812;6.122098618;0.613011364
1813;7.525555366;0.530838068
1814;8.22728374;0.474105114
1815;8.22728374;0.379659091
1816;7.525555366;0.185980114
1817;7.525555366;0.053660511
1818;4.016913496;0.002780398
1819;1.21;0
1820;1.21;0
1821;1.21;0
1822;1.21;0
1823;1.21;0
1824;1.21;0
1825;1.21;0
1826;1.21;0
1827;1.21;0
1828;1.21;0
1829;1.21;0
1830;1.21;0
1831;1.21;0.00265767
1832;1.21;0.127971591
1833;1.21;0.349360795
1834;1.21;0.182244318
1835;1.21;0.367542614
1836;1.21;0.387386364
1837;1.21;0.0710625
1838;1.21;0.137110795
1839;1.21;0.401576705
1840;1.21;0.153267045
1841;1.21;0
1842;1.21;0
1843;1.21;0
1844;1.21;0
1845;1.21;0
1846;1.21;0
1847;1.21;0
1848;1.21;0
1849;1.21;0
1850;1.21;0
1851;1.21;0
1852;1.21;0
1853;1.21;0
1854;1.21;0
1855;1.21;0
1856;1.21;0.013671875
1857;1.21;0.171335227
1858;1.21;0.250369318
1859;1.21;0.334573864
1860;1.21;0.360909091
1861;1.21;0.259857955
1862;1.21;0.235085227
1863;1.21;0.205056818
1864;1.21;0.129384943
1865;1.21;0.04897017
1866;1.21;0
1867;1.21;0
1868;1.21;0
1869;1.21;0
1870;1.21;0
1871;1.21;0
1872;1.21;0
1873;1.21;0
1874;1.21;0
1875;1.21;0
1876;1.21;0
1877;1.21;0
1878;1.21;0
1879;1.21;0
1880;1.21;0.046960227
1881;1.21;0.098862216
1882;1.21;0.202627841
1883;1.633685056;0.339943182
1884;1.951448848;0.190440341
1885;2.163291376;0.095142045
1886;2.26921264;0.259900568
1887;2.26921264;0.277571023
1888;2.163291376;0.195639205
1889;1.951448848;0.030136364
1890;1.633685056;0
1891;1.21;0
1892;1.21;0
1893;1.21;0
1894;1.21;0
1895;1.21;0
1896;1.21;0
1897;1.21;0
1898;1.21;0
1899;1.21;0
1900;1.21;0
1901;1.21;0
1902;1.21;0
1903;1.21;0.002864205
1904;1.21;0.160482955
1905;1.21;0.336321023
1906;1.21;0.4275
1907;1.633685056;0.6403125
1908;1.951448848;0.660809659
1909;2.163291376;0.546221591
1910;2.26921264;0.491022727
1911;2.26921264;0.319261364
1912;2.163291376;0.180426136
1913;1.951448848;0.062125
1914;1.633685056;0.002698011
1915;1.21;0
1916;1.21;0
1917;1.21;0
1918;1.21;0
1919;1.21;0
1920;1.21;0
1921;1.21;0
1922;1.21;0
1923;1.21;0
1924;1.21;0
1925;1.21;0
1926;1.21;0
1927;1.21;0
1928;1.21;0.024289773
1929;1.21;0.056214489
1930;1.21;0.092271307
1931;1.633685056;0.100326705
1932;1.951448848;0.110953125
1933;2.163291376;0.101420455
1934;2.26921264;0.112884943
1935;2.26921264;0.081299716
1936;2.163291376;0.053767045
1937;1.951448848;0.014139773
1938;1.633685056;0
1939;1.21;0
1940;1.21;0
1941;1.21;0
1942;1.21;0
1943;1.21;0
1944;1.21;0
1945;1.21;0
1946;1.21;0
1947;1.21;0
1948;1.21;0
1949;1.21;0
1950;1.21;0
1951;1.21;0.01887358
1952;1.21;0.185170455
1953;1.21;0.330085227
1954;1.21;0.315255682
1955;2.692897696;0.396335227
1956;3.805070968;0.441946023
1957;4.546519816;0.246477273
1958;4.91724424;0.26
1959;4.91724424;0.183934659
1960;4.546519816;0.176548295
1961;3.805070968;0.067508523
1962;2.692897696;0
1963;1.21;0
1964;1.21;0
1965;1.21;0
1966;1.21;0
1967;1.21;0
1968;1.21;0
1969;1.21;0
1970;1.21;0
1971;1.21;0
1972;1.21;0
1973;1.21;0
1974;1.21;0
1975;1.21;0.033877841
1976;1.21;0.21390625
1977;1.21;0.438778409
1978;1.21;0.598295455
1979;9.55129954;0.68015625
1980;15.80727419;0.711235795
1981;19.97792396;0.622059659
1982;20.428;0.534289773
1983;20.428;0.402045455
1984;19.97792396;0.185965909
1985;15.80727419;0.060443182
1986;9.55129954;0
1987;1.21;0
1988;1.21;0
1989;1.21;0
1990;1.21;0
1991;1.21;0
1992;1.21;0
1993;1.21;0
1994;1.21;0
1995;1.21;0
1996;1.21;0
1997;1.21;0
1998;1.21;0
1999;1.21;0.040268466
2000;1.21;0.164730114
2001;1.21;0.205099432
2002;1.21;0.263650568
2003;1.21;0.227144886
2004;1.21;0.352457386
2005;1.21;0.062600852
2006;1.21;0.124161932
2007;1.21;0.034058239
2008;1.21;0.1285625
2009;1.21;0.064215909
2010;1.21;0.005469034
2011;1.21;0
2012;1.21;0
2013;1.21;0
2014;1.21;0
2015;1.21;0
2016;1.21;0
2017;1.21;0
2018;1.21;0
2019;1.21;0
2020;1.21;0
2021;1.21;0
2022;1.21;0
2023;1.21;0.005632386
2024;1.21;0.05546733
2025;1.21;0.101306818
2026;1.21;0.152357955
2027;1.21;0.186946023
2028;1.21;0.163465909
2029;1.21;0.151988636
2030;1.21;0.130252841
2031;1.21;0.17296875
2032;1.21;0.079042614
2033;1.21;0.057850852
2034;1.21;0.00276804
2035;1.21;0
2036;1.21;0
2037;1.21;0
2038;1.21;0
2039;1.21;0
2040;1.21;0
2041;1.21;0
2042;1.21;0
2043;1.21;0
2044;1.21;0
2045;1.21;0
2046;1.21;0
2047;1.21;0
2048;1.21;0
2049;1.21;0.089856534
2050;1.21;0.25765625
2051;1.633685056;0.269161932
2052;1.951448848;0.11593892
2053;2.163291376;0.249914773
2054;2.26921264;0.25125
2055;2.26921264;0.256036932
2056;2.163291376;0.184076705
2057;1.951448848;0.059816761
2058;1.633685056;0
2059;1.21;0
2060;1.21;0
2061;1.21;0
2062;1.21;0
2063;1.21;0
2064;1.21;0
2065;1.21;0
2066;1.21;0
2067;1.21;0
2068;1.21;0
2069;1.21;0
2070;1.21;0
2071;1.21;0.01076733
2072;1.21;0.023671875
2073;1.21;0.007094176
2074;1.21;0.014673295
2075;1.633685056;0.069332386
2076;1.951448848;0.143920455
2077;2.163291376;0.249701705
2078;2.26921264;0.610767045
2079;2.26921264;0.484630682
2080;2.163291376;0.191008523
2081;1.951448848;0.061579545
2082;1.633685056;0
2083;1.21;0
2084;1.21;0
2085;1.21;0
2086;1.21;0
2087;1.21;0
2088;1.21;0
2089;1.21;0
2090;1.21;0
2091;1.21;0
2092;1.21;0
2093;1.21;0
2094;1.21;0
2095;1.21;0.034612216
2096;1.21;0.181008523
2097;1.21;0.333082386
2098;1.21;0.455213068
2099;1.633685056;0.531448864
2100;1.951448848;0.563977273
2101;2.163291376;0.491818182
2102;2.26921264;0.417556818
2103;2.26921264;0.307883523
2104;2.163291376;0.183636364
2105;1.951448848;0.067984375
2106;1.633685056;0.0119
2107;1.21;0
2108;1.21;0
2109;1.21;0
2110;1.21;0
2111;1.21;0
2112;1.21;0
2113;1.21;0
2114;1.21;0
2115;1.21;0
2116;1.21;0
2117;1.21;0
2118;1.21;0
2119;1.21;0.023566761
2120;1.21;0.137196023
2121;1.21;0.241136364
2122;1.21;0.318394886
2123;2.692897696;0.387926136
2124;3.805070968;0.436335227
2125;4.546519816;0.358352273
2126;4.91724424;0.303821023
2127;4.91724424;0.265994318
2128;4.546519816;0.175227273
2129;3.805070968;0.081444602
2130;2.692897696;0.014269886
2131;1.21;0
2132;1.21;0
2133;1.21;0
2134;1.21;0
2135;1.21;0
2136;1.21;0
2137;1.21;0
2138;1.21;0
2139;1.21;0
2140;1.21;0
2141;1.21;0
2142;1.21;0
2143;1.21;0.05959375
2144;1.21;0.288636364
2145;1.21;0.506860795
2146;1.21;0.670596591
2147;9.55129954;0.776690341
2148;15.80727419;0.819303977
2149;19.97792396;0.698764205
2150;20.428;0.587997159
2151;20.428;0.425681818
2152;19.97792396;0.188835227
2153;15.80727419;0.046636364
2154;9.55129954;0.003027415
2155;1.21;0
2156;1.21;0
2157;1.21;0
2158;1.21;0
2159;1.21;0
2160;1.21;0
2161;1.21;0
2162;1.21;0
2163;1.21;0
2164;1.21;0
2165;1.21;0
2166;1.21;0
2167;1.21;0.056292614
2168;1.21;0.267982955
2169;1.21;0.463309659
2170;1.21;0.596605114
2171;1.21;0.670014205
2172;1.21;0.745440341
2173;1.21;0.626647727
2174;1.21;0.541590909
2175;1.21;0.405454545
2176;1.21;0.194360795
2177;1.21;0.049487216
2178;1.21;0.003116193
2179;1.21;0
2180;1.21;0
2181;1.21;0
2182;1.21;0
2183;1.21;0
2184;1.21;0
2185;1.21;0
2186;1.21;0
2187;1.21;0
2188;1.21;0
2189;1.21;0
2190;1.21;0
2191;1.21;0.049353693
2192;1.21;0.197130682
2193;1.21;0.313181818
2194;1.21;0.457471591
2195;1.21;0.504630682
2196;1.21;0.531590909
2197;1.21;0.428238636
2198;1.21;0.363238636
2199;1.21;0.2665625
2200;1.21;0.182386364
2201;1.21;0.087078125
2202;1.21;0.01815483
2203;1.21;0
2204;1.21;0
2205;1.21;0
2206;1.21;0
2207;1.21;0
2208;1.21;0
2209;1.21;0
2210;1.21;0
2211;1.21;0
2212;1.21;0
2213;1.21;0
2214;1.21;0
2215;1.21;0.07659375
2216;1.21;0.312329545
2217;1.21;0.539545455
2218;1.21;0.707144886
2219;1.633685056;0.815269886
2220;1.951448848;0.842613636
2221;2.163291376;0.737585227
2222;2.26921264;0.634474432
2223;2.26921264;0.469232955
2224;2.163291376;0.224360795
2225;1.951448848;0.051173295
2226;1.633685056;0
2227;1.21;0
2228;1.21;0
2229;1.21;0
2230;1.21;0
2231;1.21;0
2232;1.21;0
2233;1.21;0
2234;1.21;0
2235;1.21;0
2236;1.21;0
2237;1.21;0
2238;1.21;0
2239;1.21;0.077210227
2240;1.21;0.299772727
2241;1.21;0.497073864
2242;1.21;0.644673295
2243;1.633685056;0.746732955
2244;1.951448848;0.785866477
2245;2.163291376;0.68359375
2246;2.26921264;0.580227273
2247;2.26921264;0.4284375
2248;2.163291376;0.207073864
2249;1.951448848;0.039835227
2250;1.633685056;0.002529972
2251;1.21;0
2252;1.21;0
2253;1.21;0
2254;1.21;0
2255;1.21;0
2256;1.21;0
2257;1.21;0
2258;1.21;0
2259;1.21;0
2260;1.21;0
2261;1.21;0
2262;1.21;0
2263;1.21;0.082134943
2264;1.21;0.311448864
2265;1.21;0.520653409
2266;1.21;0.670340909
2267;1.633685056;0.76796875
2268;1.951448848;0.805369318
2269;2.163291376;0.691477273
2270;2.26921264;0.582755682
2271;2.26921264;0.433707386
2272;2.163291376;0.2075
2273;1.951448848;0.039268466
2274;1.633685056;0
2275;1.21;0
2276;1.21;0
2277;1.21;0
2278;1.21;0
2279;1.21;0
2280;1.21;0
2281;1.21;0
2282;1.21;0
2283;1.21;0
2284;1.21;0
2285;1.21;0
2286;1.21;0
2287;1.21;0.078997159
2288;1.21;0.29671875
2289;1.21;0.512840909
2290;1.21;0.670440341
2291;5.57925214;0.770625
2292;8.856191245;0.806477273
2293;11.04081731;0.681832386
2294;12.13313035;0.57734375
2295;12.13313035;0.420340909
2296;11.04081731;0.203678977
2297;8.856191245;0.033071023
2298;5.57925214;0.005707955
2299;1.21;0
2300;1.21;0
2301;1.21;0
2302;1.21;0
2303;1.21;0
2304;1.21;0
2305;1.21;0
2306;1.21;0
2307;1.21;0
2308;1.21;0
2309;1.21;0
2310;1.21;0
2311;1.21;0.060840909
2312;1.21;0.201363636
2313;1.21;0.285681818
2314;1.21;0.351363636
2315;4.016913496;0.542954545
2316;6.122098618;0.603025568
2317;7.525555366;0.57171875
2318;8.22728374;0.485653409
2319;8.22728374;0.394375
2320;7.525555366;0.201960227
2321;7.525555366;0.036365057
2322;4.016913496;0.002871875
2323;1.21;0
2324;1.21;0
2325;1.21;0
2326;1.21;0
2327;1.21;0
2328;1.21;0
2329;1.21;0
2330;1.21;0
2331;1.21;0
2332;1.21;0
2333;1.21;0
2334;1.21;0
2335;1.21;0.032491477
2336;1.21;0.10784517
2337;1.21;0.170923295
2338;1.21;0.201633523
2339;1.21;0.254545455
2340;1.21;0.302173295
2341;1.21;0.264943182
2342;1.21;0.230340909
2343;1.21;0.196164773
2344;1.21;0.136377841
2345;1.21;0.06881392
2346;1.21;0.014698864
2347;1.21;0
2348;1.21;0
2349;1.21;0
2350;1.21;0
2351;1.21;0
2352;1.21;0
2353;1.21;0
2354;1.21;0
2355;1.21;0
2356;1.21;0
2357;1.21;0
2358;1.21;0
2359;1.21;0.077421875
2360;1.21;0.255284091
2361;1.21;0.406732955
2362;1.21;0.555411932
2363;1.21;0.6365625
2364;1.21;0.681051136
2365;1.21;0.618110795
2366;1.21;0.506107955
2367;1.21;0.383181818
2368;1.21;0.204872159
2369;1.21;0.035267045
2370;1.21;0.007939631
2371;1.21;0
2372;1.21;0
2373;1.21;0
2374;1.21;0
2375;1.21;0
2376;1.21;0
2377;1.21;0
2378;1.21;0
2379;1.21;0
2380;1.21;0
2381;1.21;0
2382;1.21;0
2383;1.21;0.065225852
2384;1.21;0.171690341
2385;1.21;0.293053977
2386;1.21;0.378181818
2387;1.633685056;0.39671875
2388;1.951448848;0.451079545
2389;2.163291376;0.402159091
2390;2.26921264;0.296193182
2391;2.26921264;0.272428977
2392;2.163291376;0.181676136
2393;1.951448848;0.089667614
2394;1.633685056;0.017332386
2395;1.21;0
2396;1.21;0
2397;1.21;0
2398;1.21;0
2399;1.21;0
2400;1.21;0
2401;1.21;0
2402;1.21;0
2403;1.21;0
2404;1.21;0
2405;1.21;0
2406;1.21;0
2407;1.21;0.098788352
2408;1.21;0.324985795
2409;1.21;0.529034091
2410;1.21;0.672769886
2411;1.633685056;0.762571023
2412;1.951448848;0.801335227
2413;2.163291376;0.684318182
2414;2.26921264;0.579588068
2415;2.26921264;0.428210227
2416;2.163291376;0.206875
2417;1.951448848;0.03109375
2418;1.633685056;0.002750852
2419;1.21;0
2420;1.21;0
2421;1.21;0
2422;1.21;0
2423;1.21;0
2424;1.21;0
2425;1.21;0
2426;1.21;0
2427;1.21;0
2428;1.21;0
2429;1.21;0
2430;1.21;0
2431;1.21;0.094401989
2432;1.21;0.287116477
2433;1.21;0.467670455
2434;1.21;0.558380682
2435;1.633685056;0.650113636
2436;1.951448848;0.717017045
2437;2.163291376;0.583579545
2438;2.26921264;0.497599432
2439;2.26921264;0.365809659
2440;2.163291376;0.207045455
2441;1.951448848;0.044151989
2442;1.633685056;0.013510085
2443;1.21;0
2444;1.21;0
2445;1.21;0
2446;1.21;0
2447;1.21;0
2448;1.21;0
2449;1.21;0
2450;1.21;0
2451;1.21;0
2452;1.21;0
2453;1.21;0
2454;1.21;0
2455;1.21;0.09231108
2456;1.21;0.293096591
2457;1.21;0.608480114
2458;1.21;0.559644886
2459;2.692897696;0.524872159
2460;3.805070968;0.551605114
2461;4.546519816;0.329431818
2462;4.91724424;0.184076705
2463;4.91724424;0.158579545
2464;4.546519816;0.12337358
2465;3.805070968;0.081801136
2466;2.692897696;0.03121733
2467;1.21;0
2468;1.21;0
2469;1.21;0
2470;1.21;0
2471;1.21;0
2472;1.21;0
2473;1.21;0
2474;1.21;0
2475;1.21;0
2476;1.21;0
2477;1.21;0
2478;1.21;0
2479;1.21;0.06962358
2480;1.21;0.264644886
2481;1.21;0.430099432
2482;1.21;0.522926136
2483;4.016913496;0.644161932
2484;6.122098618;0.526150568
2485;7.525555366;0.531321023
2486;8.22728374;0.488664773
2487;8.22728374;0.38171875
2488;7.525555366;0.220525568
2489;7.525555366;0.064987216
2490;4.016913496;0.02606392
2491;1.21;0
2492;1.21;0
2493;1.21;0
2494;1.21;0
2495;1.21;0
2496;1.21;0
2497;1.21;0
2498;1.21;0
2499;1.21;0
2500;1.21;0
2501;1.21;0
2502;1.21;0
2503;1.21;0.112853693
2504;1.21;0.342088068
2505;1.21;0.557073864
2506;1.21;0.716988636
2507;1.21;0.809275568
2508;1.21;0.842130682
2509;1.21;0.718522727
2510;1.21;0.611207386
2511;1.21;0.4496875
2512;1.21;0.231747159
2513;1.21;0.033990057
2514;1.21;0.003958665
2515;1.21;0
2516;1.21;0
2517;1.21;0
2518;1.21;0
2519;1.21;0
2520;1.21;0
2521;1.21;0
2522;1.21;0
2523;1.21;0
2524;1.21;0
2525;1.21;0
2526;1.21;0
2527;1.21;0.093076705
2528;1.21;0.248579545
2529;1.21;0.399545455
2530;1.21;0.553778409
2531;1.21;0.684019886
2532;1.21;0.743252841
2533;1.21;0.637272727
2534;1.21;0.506803977
2535;1.21;0.374303977
2536;1.21;0.226505682
2537;1.21;0.043482955
2538;1.21;0.004041619
2539;1.21;0
2540;1.21;0
2541;1.21;0
2542;1.21;0
2543;1.21;0
2544;1.21;0
2545;1.21;0
2546;1.21;0
2547;1.21;0
2548;1.21;0
2549;1.21;0
2550;1.21;0.003918182
2551;1.21;0.027252841
2552;1.21;0.005264631
2553;1.21;0.013355966
2554;1.21;0.042113636
2555;1.633685056;0.099589489
2556;1.951448848;0.03531108
2557;2.163291376;0.253735795
2558;2.26921264;0.619857955
2559;2.26921264;0.501463068
2560;2.163291376;0.25203125
2561;1.951448848;0.037383523
2562;1.633685056;0.007626705
2563;1.21;0
2564;1.21;0
2565;1.21;0
2566;1.21;0
2567;1.21;0
2568;1.21;0
2569;1.21;0
2570;1.21;0
2571;1.21;0
2572;1.21;0
2573;1.21;0
2574;1.21;0
2575;1.21;0
2576;1.21;0.006263636
2577;1.21;0.060288352
2578;1.21;0.210071023
2579;1.633685056;0.401363636
2580;1.951448848;0.370440341
2581;2.163291376;0.280965909
2582;2.26921264;0.341079545
2583;2.26921264;0.301434659
2584;2.163291376;0.221448864
2585;1.951448848;0.110275568
2586;1.633685056;0.038850852
2587;1.21;0
2588;1.21;0
2589;1.21;0
2590;1.21;0
2591;1.21;0
2592;1.21;0
2593;1.21;0
2594;1.21;0
2595;1.21;0
2596;1.21;0
2597;1.21;0
2598;1.21;0
2599;1.21;0.021109375
2600;1.21;0.069819602
2601;1.21;0.113848011
2602;1.21;0.157784091
2603;1.633685056;0.186306818
2604;1.951448848;0.187840909
2605;2.163291376;0.184602273
2606;2.26921264;0.177556818
2607;2.26921264;0.144616477
2608;2.163291376;0.101117898
2609;1.951448848;0.062806818
2610;1.633685056;0.013809233
2611;1.21;0
2612;1.21;0
2613;1.21;0
2614;1.21;0
2615;1.21;0
2616;1.21;0
2617;1.21;0
2618;1.21;0
2619;1.21;0
2620;1.21;0
2621;1.21;0
2622;1.21;0
